"Chromosome"	"Start"	"End"	"Nclone"	"Array.129"	"Array.34"	"Array.67"	"Array.24"	"Array.22"	"Array.36"	"Array.49"	"Array.16"	"Array.146"	"Array.143"	"Array.65"	"Array.62"	"Array.4"	"Array.76"	"Array.118"	"Array.154"	"Array.48"	"Array.6"	"Array.39"	"Array.86"	"Array.112"	"Array.79"	"Array.124"	"Array.19"	"Array.27"	"Array.106"	"Array.110"	"Array.69"	"Array.73"	"Array.95"	"Array.98"	"Array.17"	"Array.33"	"Array.138"	"Array.149"	"Array.101"	"Array.90"	"Array.99"	"Array.57"	"Array.105"	"Array.85"	"Array.114"	"Array.56"	"Array.5"	"Array.8"	"Array.113"	"Array.148"	"Array.42"	"Array.25"	"Array.102"	"Array.55"	"Array.141"	"Array.43"	"Array.159"	"Array.52"	"Array.88"	"Array.125"	"Array.152"	"Array.50"	"Array.23"	"Array.68"	"Array.94"	"Array.153"	"Array.51"	"Array.142"	"Array.144"	"Array.37"	"Array.78"	"Array.18"	"Array.82"	"Array.75"	"Array.139"	"Array.2"	"Array.117"	"Array.60"	"Array.38"	"Array.72"	"Array.104"	"Array.137"	"Array.145"	"Array.31"	"Array.135"	"Array.111"	"Array.7"	"Array.21"	"Array.53"	"Array.59"	"Array.71"	"Array.47"	"Array.107"	"Array.64"	"Array.89"	"Array.30"	"Array.35"	"Array.93"	"Array.10"	"Array.123"	"Array.100"	"Array.134"	"Array.130"
5	70422297	70698794	4	-1	0	0	-1	0	0	-1	-1	0	-1	0	1	-1	-1	0	0	0	0	0	0	-1	0	1	-1	0	0	0	-1	-1	1	1	-1	0	-1	-1	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	1	0	0	-1	-1	0	-1	0	0	0	0	-1	0	0	1	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	0	0	0	-1	0	0	-1	0	-1
5	70716278	70721505	2	-1	0	0	-1	0	0	-1	-1	0	-1	1	1	-1	-1	0	0	0	0	0	0	-1	1	1	-1	0	0	0	-1	-1	1	1	-1	0	-1	-1	1	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	1	0	0	-1	-1	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	-1	0	0	0	0	-1	0	0	0	0	-1
5	70752359	71062539	40	-1	0	0	-1	0	0	-1	-1	0	-1	1	1	-1	-1	0	0	0	0	0	0	-1	1	0	-1	0	1	0	-1	-1	1	1	-1	0	-1	-1	1	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	1	0	0	-1	-1	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	-1
5	71077546	89933522	1459	-1	0	0	-1	0	0	-1	-1	0	-1	1	1	-1	-1	0	0	0	0	0	0	-1	1	0	-1	0	-1	0	-1	0	1	1	-1	0	-1	-1	1	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	1	0	0	-1	-1	0	-1	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	89942176	93303306	213	0	-1	0	-1	0	0	-1	-1	0	-1	1	0	-1	0	0	0	0	0	0	0	-1	1	0	-1	0	-1	0	-1	-1	1	1	-1	0	-1	-1	1	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	1	0	0	-1	-1	0	-1	0	-1	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	93308740	93320336	2	0	-1	0	1	0	0	-1	-1	0	-1	1	0	-1	0	0	0	0	0	0	0	-1	1	0	-1	0	-1	0	-1	-1	1	1	-1	0	-1	0	1	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	1	0	0	-1	-1	0	-1	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	93328253	96508341	310	0	-1	0	0	0	0	-1	-1	0	-1	1	0	-1	0	0	0	0	0	0	0	-1	1	0	-1	0	-1	0	-1	-1	1	1	-1	0	-1	1	1	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	0	0	1	0	0	-1	-1	0	-1	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	119108165	125801997	366	0	-1	-1	0	0	0	-1	-1	0	-1	1	0	-1	-1	0	0	0	0	0	0	-1	1	0	-1	0	-1	0	-1	0	1	1	-1	0	-1	-1	1	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	1	0	0	-1	0	0	-1	0	1	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	125809649	131839536	505	0	-1	-1	0	0	0	-1	-1	0	-1	1	0	-1	-1	0	0	0	0	0	0	-1	1	0	-1	0	-1	0	-1	0	1	1	-1	0	-1	-1	1	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	-1	-1	0	0	0	0	-1	0	-1	0	-1	0	0	-1	0	1	0	0	-1	0	0	-1	0	1	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	131845023	140196482	920	0	-1	-1	0	0	0	0	-1	0	-1	1	0	-1	-1	0	0	0	0	0	0	-1	1	0	-1	0	-1	0	-1	0	1	1	-1	0	0	-1	1	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	-1	-1	0	0	0	0	-1	0	-1	0	-1	0	0	-1	0	1	0	0	-1	0	0	-1	0	1	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	140203440	140221835	5	-1	-1	-1	0	-1	0	0	-1	0	-1	1	0	-1	-1	0	0	0	0	0	0	-1	1	0	-1	0	-1	0	-1	0	1	1	-1	0	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0	0	0	-1	0	-1	0	-1	0	0	-1	0	1	0	0	1	0	0	-1	0	1	-1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	140228321	140427074	29	0	-1	-1	0	0	0	0	-1	0	-1	1	0	-1	-1	0	0	0	0	0	0	-1	1	0	-1	0	-1	0	-1	0	1	1	-1	0	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0	0	0	-1	0	-1	0	-1	0	0	-1	0	1	0	0	0	0	0	-1	0	1	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	140433878	142819410	270	0	-1	-1	0	0	0	-1	-1	0	-1	1	0	-1	-1	0	0	1	0	0	0	-1	1	0	-1	0	-1	0	-1	0	1	1	-1	0	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	1	0	0	-1	0	0	-1	0	1	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	142831583	149027600	525	0	-1	-1	-1	0	0	-1	-1	0	-1	1	0	-1	-1	0	0	1	0	0	0	-1	1	0	-1	0	-1	0	-1	0	1	1	-1	0	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	1	0	0	0	0	0	-1	0	1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	149050787	150137980	144	0	-1	-1	-1	0	0	-1	-1	0	-1	1	0	-1	-1	0	0	1	0	0	0	-1	1	0	1	0	-1	0	-1	0	1	1	-1	0	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	1	0	0	1	0	0	-1	0	1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	150148732	150201145	5	0	-1	-1	-1	0	0	-1	-1	0	-1	1	0	-1	-1	0	0	1	0	0	0	-1	1	0	1	0	-1	0	-1	0	1	1	-1	0	0	-1	1	-1	-1	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	1	0	0	1	0	0	-1	0	1	0	0	-1	0	0	0	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	-1	0	-1
5	150224239	152555267	187	0	-1	-1	-1	0	0	-1	-1	0	-1	1	0	-1	-1	0	0	1	0	0	0	-1	1	1	1	0	-1	0	-1	0	1	1	-1	0	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	1	0	0	0	0	0	-1	0	1	0	0	-1	0	0	0	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	152572508	153979903	115	0	-1	-1	-1	0	0	-1	-1	0	-1	1	0	-1	-1	0	0	1	0	0	0	-1	1	1	1	0	1	0	-1	0	1	1	0	0	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	-1	1	-1	0	0	-1	0	1	0	0	0	0	0	-1	0	1	0	0	-1	0	0	0	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	154006451	157875296	310	0	-1	-1	-1	0	0	-1	-1	0	-1	1	0	-1	0	0	0	1	0	0	0	-1	1	1	0	0	1	0	-1	0	1	1	0	0	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	-1	1	-1	0	0	-1	0	1	0	0	0	0	0	-1	0	1	0	0	-1	0	0	0	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	157900279	159729154	155	0	-1	-1	-1	0	0	-1	-1	0	-1	1	0	-1	-1	0	1	1	0	0	0	-1	1	1	0	0	1	0	-1	0	1	1	0	0	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	-1	1	-1	0	0	-1	0	1	0	0	1	0	0	-1	0	1	0	0	-1	0	0	0	-1	0	0	0	1	0	0	0	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1
5	159735059	161722215	163	0	-1	-1	-1	0	0	-1	-1	0	-1	1	0	-1	-1	0	0	1	0	0	0	-1	1	1	0	0	1	0	-1	0	1	1	0	0	0	-1	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	0	-1	0	-1	0	-1	1	-1	0	0	1	0	1	0	0	1	0	0	-1	0	1	0	0	-1	0	0	0	-1	0	1	0	1	0	0	0	-1	-1	-1	-1	0	0	0	0	0	-1	0	0	-1
6	19049822	20716660	98	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	-1	0	0	1	0	0	1	-1	1	0	0	1	0	0	0	0	1	0	-1	1	2	0	1	0	0	-1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	1	1	1	0	1	-1	-1	0	0	1	1	0	1	0	1	0	1	0	1	0
6	20726739	22048197	107	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	-1	0	0	1	0	0	1	-1	1	0	0	1	0	0	0	0	1	0	-1	1	2	0	1	0	0	-1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	1	1	1	0	1	-1	-1	0	0	1	1	0	1	0	1	0	1	0	1	0
6	22060377	24236375	102	0	0	0	0	1	0	1	0	0	0	0	1	-1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	-1	1	0	1	0	0	1	-1	1	0	0	1	0	0	0	0	1	0	-1	1	2	0	1	0	0	-1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	1	1	1	0	1	-1	-1	0	0	1	1	0	1	0	1	0	1	0	1	0
6	31564655	32119501	113	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	-1	1	0	0	1	0	0	0	0	1	0	-1	-1	0	0	1	-1	0	-1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	1	1	0	1	-1	-1	0	0	1	0	0	0	0	1	0	0	0	1	0
6	39777677	40701218	70	0	0	0	0	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	0	1	0	-1	0	0	1	0	-1	0	0	1	0	0	1	-1	1	0	0	1	0	0	0	0	1	-1	-1	0	0	0	1	-1	0	-1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	1	1	0	1	-1	0	0	0	1	0	0	0	0	1	0	0	0	1	0
6	40747924	42826227	225	0	0	0	0	1	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	0	1	0	-1	0	0	1	0	-1	0	0	1	0	0	1	-1	0	0	0	1	0	0	0	0	1	0	-1	0	0	0	1	-1	0	-1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	1	1	0	1	-1	0	2	0	1	0	0	0	0	1	0	0	0	1	0
6	80170446	80661257	33	0	-1	-1	-1	-1	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	-1	-1	1	-1	-1	1	0	0	1	0	0	0	-1	-1	-1	-1	0	1	-1	-1	-1	0	-1	0	-1	-1	0	-1	1	-1	0	-1	0	1	0	0	0	0	-1	0	0	0	-1	-1	-1	0	-1	0	0	-1	1	1	1	-1	0	-1	-1	2	-1	0	1	0	1	0	1	-1	0	0	-1	0
6	85623360	89090699	226	0	-1	-1	-1	-1	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	0	0	-1	0	1	-1	-1	1	0	0	1	0	0	0	-1	-1	-1	-1	0	1	0	-1	-1	0	-1	0	-1	-1	0	-1	1	-1	0	-1	0	1	0	0	0	0	-1	0	0	0	-1	-1	-1	0	-1	0	0	0	1	1	1	-1	0	-1	-1	-1	-1	0	1	0	1	0	1	-1	0	0	-1	0
6	89106148	90015649	77	0	-1	-1	-1	-1	0	0	0	0	0	-1	1	0	0	1	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	0	0	-1	0	1	-1	-1	1	0	0	1	0	0	0	-1	-1	-1	-1	0	1	0	-1	-1	0	-1	0	-1	1	0	-1	1	-1	0	-1	0	1	0	0	0	0	-1	0	0	0	-1	-1	-1	0	-1	0	0	0	1	1	1	-1	0	-1	-1	-1	0	0	1	0	1	0	1	-1	0	0	-1	0
6	90034143	91964331	149	0	-1	-1	-1	-1	0	0	0	0	0	-1	0	0	0	1	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	-1	1	0	0	1	0	0	0	-1	-1	-1	-1	0	1	0	-1	-1	0	-1	0	-1	-1	0	-1	1	-1	0	-1	0	1	0	0	0	0	-1	0	0	0	-1	-1	-1	0	-1	0	0	0	1	1	1	-1	0	-1	-1	-1	0	0	1	0	1	0	1	-1	0	0	-1	0
6	127419048	128608361	120	1	-1	-1	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	0	-1	1	0	-1	-1	1	0	0	1	0	-1	-1	-1	1	0	-1	0	1	0	1	0	0	-1	-1	-1	-1	0	1	1	-1	0	-1	-1	1	0	0	0	0	-1	0	0	0	-1	-1	-1	-1	0	0	0	0	1	1	0	-1	0	0	-1	0	0	0	1	0	1	0	1	-1	-1	0	-1	1
11	78137964	78627898	48	-1	0	0	0	0	-1	-1	0	0	1	-1	0	0	1	0	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	-1	-1	1	0	-1	0	0	1	0	0	1	-1	1	0	-1	0	0	0	1	0	1	0	0	0	-1	0	1	-1	0	0	0	-1	0	1	0	0	1	2	1	1	-1	1	0	-1	2	-1	0	0	0	0	0	0	-1	0	0	0	0
11	80023540	80218800	7	-1	0	0	0	0	-1	-1	0	0	1	-1	0	0	1	0	1	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	1	0	-1	-1	1	0	-1	0	0	1	0	0	-1	-1	1	0	-1	0	0	0	1	0	1	0	0	0	-1	0	-1	-1	0	-1	0	-1	0	1	0	0	0	2	1	1	-1	1	0	-1	1	-1	0	0	0	0	0	0	-1	0	0	0	0
11	80263397	80790766	17	-1	0	0	0	0	-1	-1	0	0	1	-1	0	0	1	0	1	-1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	1	0	-1	0	0	1	0	0	-1	-1	1	0	-1	0	0	0	-1	0	1	0	0	0	-1	0	-1	-1	0	-1	0	-1	0	1	0	0	0	2	1	1	-1	1	0	-1	1	-1	0	0	0	0	0	0	-1	0	0	0	0
11	80814746	81363283	20	-1	0	0	0	0	-1	-1	0	0	1	-1	0	0	1	0	1	-1	0	0	0	0	0	1	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	1	0	-1	0	0	1	0	0	-1	-1	1	0	-1	0	0	0	-1	0	1	0	0	0	-1	0	0	-1	0	-1	0	-1	0	1	0	0	0	2	1	1	-1	1	0	-1	1	-1	0	0	0	0	0	0	-1	0	0	0	0
11	81383435	82269855	62	-1	0	0	1	0	-1	-1	0	0	1	-1	0	0	1	0	1	-1	-1	0	0	0	0	1	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	-1	0	-1	-1	1	0	-1	0	0	1	0	0	-1	-1	1	0	-1	0	0	0	-1	0	1	0	0	0	-1	0	0	-1	0	-1	0	-1	0	1	0	0	0	2	1	1	-1	1	0	-1	2	-1	0	0	0	0	0	0	-1	0	0	0	0
